"","id","X","firstname","surname","bornCountryCode","diedCountryCode","gender","year","category","motivation","age"
"198",196,236,"Walter Norman","Haworth","GB","GB","male",1937,"chemistry","""for his investigations on carbohydrates and vitamin C""",54
"199",197,237,"Paul","Karrer","RU","CH","male",1937,"chemistry","""for his investigations on carotenoids, flavins and vitamins A and B2""",48
"200",198,298,"Richard","Kuhn","AT","DE","male",1938,"chemistry","""for his work on carotenoids and vitamins""",38
"201",199,307,"Adolf Friedrich Johann","Butenandt","DE","DE","male",1939,"chemistry","""for his work on sex hormones""",36
"202",200,304,"Leopold","Ruzicka","HR","CH","male",1939,"chemistry","""for his work on polymethylenes and higher terpenes""",52
"203",201,319,"George","de Hevesy","HU","DE","male",1943,"chemistry","""for his work on the use of isotopes as tracers in the study of chemical processes""",58
"204",202,189,"Otto","Hahn","DE","DE","male",1944,"chemistry","""for his discovery of the fission of heavy nuclei""",65
"205",203,270,"Artturi Ilmari","Virtanen","FI","FI","male",1945,"chemistry","""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method""",50
"206",204,207,"James Batcheller","Sumner","US","US","male",1946,"chemistry","""for his discovery that enzymes can be crystallized""",59
"207",205,720,"John Howard","Northrop","US","US","male",1946,"chemistry","""for their preparation of enzymes and virus proteins in a pure form""",55
"208",206,719,"Wendell Meredith","Stanley","US","ES","male",1946,"chemistry","""for their preparation of enzymes and virus proteins in a pure form""",42
"209",207,238,"Sir Robert","Robinson","GB","GB","male",1947,"chemistry","""for his investigations on plant products of biological importance, especially the alkaloids""",61
"210",208,273,"Arne Wilhelm Kaurin","Tiselius","SE","SE","male",1948,"chemistry","""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",46
"211",209,125,"William Francis","Giauque","CA","US","male",1949,"chemistry","""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""",54
"212",210,613,"Otto Paul Hermann","Diels","DE","DE","male",1950,"chemistry","""for their discovery and development of the diene synthesis""",74
"213",211,612,"Kurt","Alder","PL","DE","male",1950,"chemistry","""for their discovery and development of the diene synthesis""",48
"214",212,582,"Edwin Mattison","McMillan","US","US","male",1951,"chemistry","""for their discoveries in the chemistry of the transuranium elements""",44
"215",213,583,"Glenn Theodore","Seaborg","US","US","male",1951,"chemistry","""for their discoveries in the chemistry of the transuranium elements""",39
"216",214,684,"Archer John Porter","Martin","GB","GB","male",1952,"chemistry","""for their invention of partition chromatography""",42
"217",215,683,"Richard Laurence Millington","Synge","GB","GB","male",1952,"chemistry","""for their invention of partition chromatography""",38
"218",216,164,"Hermann","Staudinger","DE","DE","male",1953,"chemistry","""for his discoveries in the field of macromolecular chemistry""",72
"219",217,271,"Linus Carl","Pauling","US","US","male",1954,"chemistry","""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",53
"220",217,271,"Linus Carl","Pauling","US","US","male",1954,"chemistry","""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",61
"221",217,821,"Linus Carl","Pauling","US","US","male",1962,"peace","",53
"222",217,821,"Linus Carl","Pauling","US","US","male",1962,"peace","",61
"223",218,297,"Vincent","du Vigneaud","US","US","male",1955,"chemistry","""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",54
"224",219,722,"Sir Cyril Norman","Hinshelwood","GB","GB","male",1956,"chemistry","""for their researches into the mechanism of chemical reactions""",59
"225",220,721,"Nikolay Nikolaevich","Semenov","RU","RU","male",1956,"chemistry","""for their researches into the mechanism of chemical reactions""",60
"226",221,303,"Lord (Alexander R.)","Todd","GB","GB","male",1957,"chemistry","""for his work on nucleotides and nucleotide co-enzymes""",50
"227",222,317,"Frederick","Sanger","GB","GB","male",1958,"chemistry","""for his work on the structure of proteins, especially that of insulin""",40
"228",222,317,"Frederick","Sanger","GB","GB","male",1958,"chemistry","""for his work on the structure of proteins, especially that of insulin""",62
"229",222,476,"Frederick","Sanger","GB","GB","male",1980,"chemistry","""for their contributions concerning the determination of base sequences in nucleic acids""",40
"230",222,476,"Frederick","Sanger","GB","GB","male",1980,"chemistry","""for their contributions concerning the determination of base sequences in nucleic acids""",62
"231",223,171,"Jaroslav","Heyrovsky","CZ","CZ","male",1959,"chemistry","""for his discovery and development of the polarographic methods of analysis""",68
"232",224,249,"Willard Frank","Libby","US","US","male",1960,"chemistry","""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",51
"233",225,274,"Melvin","Calvin","US","US","male",1961,"chemistry","""for his research on the carbon dioxide assimilation in plants""",50
"234",226,732,"Max Ferdinand","Perutz","AT","GB","male",1962,"chemistry","""for their studies of the structures of globular proteins""",48
"235",227,733,"John Cowdery","Kendrew","GB","GB","male",1962,"chemistry","""for their studies of the structures of globular proteins""",45
"236",228,585,"Karl","Ziegler","DE","DE","male",1963,"chemistry","""for their discoveries in the field of the chemistry and technology of high polymers""",65
"237",229,584,"Giulio","Natta","IT","IT","male",1963,"chemistry","""for their discoveries in the field of the chemistry and technology of high polymers""",60
"238",230,3,"Dorothy Crowfoot","Hodgkin","EG","GB","female",1964,"chemistry","""for her determinations by X-ray techniques of the structures of important biochemical substances""",54
"239",231,255,"Robert Burns","Woodward","US","US","male",1965,"chemistry","""for his outstanding achievements in the art of organic synthesis""",48
"240",232,218,"Robert S.","Mulliken","US","US","male",1966,"chemistry","""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",70
"241",233,730,"Manfred","Eigen","DE","","male",1967,"chemistry","""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",40
"242",234,729,"Ronald George Wreyford","Norrish","GB","GB","male",1967,"chemistry","""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",70
"243",235,731,"George","Porter","GB","GB","male",1967,"chemistry","""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",47
"244",236,425,"Lars","Onsager","NO","US","male",1968,"chemistry","""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""",65
"245",237,485,"Derek H. R.","Barton","GB","US","male",1969,"chemistry","""for their contributions to the development of the concept of conformation and its application in chemistry""",51
"246",238,486,"Odd","Hassel","NO","NO","male",1969,"chemistry","""for their contributions to the development of the concept of conformation and its application in chemistry""",72
"247",239,179,"Luis F.","Leloir","FR","AR","male",1970,"chemistry","""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",64
"248",240,130,"Gerhard","Herzberg","DE","CA","male",1971,"chemistry","""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""",66
"249",241,305,"Christian B.","Anfinsen","US","US","male",1972,"chemistry","""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""",56
"250",242,475,"Stanford","Moore","US","US","male",1972,"chemistry","""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",59
"251",243,474,"William H.","Stein","US","US","male",1972,"chemistry","""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",61
"252",244,718,"Ernst Otto","Fischer","DE","DE","male",1973,"chemistry","""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",55
"253",245,717,"Geoffrey","Wilkinson","GB","GB","male",1973,"chemistry","""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds""",52
"254",246,214,"Paul J.","Flory","US","US","male",1974,"chemistry","""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules""",64
"255",247,316,"John Warcup","Cornforth","AU","","male",1975,"chemistry","""for his work on the stereochemistry of enzyme-catalyzed reactions""",58
"256",248,272,"Vladimir","Prelog","BA","CH","male",1975,"chemistry","""for his research into the stereochemistry of organic molecules and reactions""",69
"257",249,286,"William N.","Lipscomb","US","US","male",1976,"chemistry","""for his studies on the structure of boranes illuminating problems of chemical bonding""",57
"258",250,126,"Ilya","Prigogine","RU","BE","male",1977,"chemistry","""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",60
"259",251,123,"Peter D.","Mitchell","GB","GB","male",1978,"chemistry","""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",58
"260",252,504,"Herbert C.","Brown","GB","US","male",1979,"chemistry","""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",67
"261",253,503,"Georg","Wittig","DE","DE","male",1979,"chemistry","""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",82
"262",254,217,"Paul","Berg","US","","male",1980,"chemistry","""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",54
"263",255,477,"Walter","Gilbert","US","","male",1980,"chemistry","""for their contributions concerning the determination of base sequences in nucleic acids""",48
"264",257,735,"Kenichi","Fukui","JP","JP","male",1981,"chemistry","""for their theories, developed independently, concerning the course of chemical reactions""",63
"265",258,734,"Roald","Hoffmann","UA","","male",1981,"chemistry","""for their theories, developed independently, concerning the course of chemical reactions""",44
"266",259,143,"Aaron","Klug","LT","","male",1982,"chemistry","""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",56
"267",260,312,"Henry","Taube","CA","US","male",1983,"chemistry","""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",68
"268",261,144,"Robert Bruce","Merrifield","US","US","male",1984,"chemistry","""for his development of methodology for chemical synthesis on a solid matrix""",63
"269",262,690,"Herbert A.","Hauptman","US","US","male",1985,"chemistry","""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",68
"270",263,691,"Jerome","Karle","US","","male",1985,"chemistry","""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",67
"271",264,479,"Dudley R.","Herschbach","US","","male",1986,"chemistry","""for their contributions concerning the dynamics of chemical elementary processes""",54
"272",265,478,"Yuan T.","Lee","TW","","male",1986,"chemistry","""for their contributions concerning the dynamics of chemical elementary processes""",50
"273",266,480,"John C.","Polanyi","DE","","male",1986,"chemistry","""for their contributions concerning the dynamics of chemical elementary processes""",57
"274",267,496,"Donald J.","Cram","US","US","male",1987,"chemistry","""for their development and use of molecules with structure-specific interactions of high selectivity""",68
"275",268,497,"Jean-Marie","Lehn","FR","","male",1987,"chemistry","""for their development and use of molecules with structure-specific interactions of high selectivity""",48
"276",269,498,"Charles J.","Pedersen","KR","US","male",1987,"chemistry","""for their development and use of molecules with structure-specific interactions of high selectivity""",83
"277",270,360,"Johann","Deisenhofer","DE","","male",1988,"chemistry","""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",45
"278",271,362,"Robert","Huber","DE","","male",1988,"chemistry","""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",51
"279",272,361,"Hartmut","Michel","DE","","male",1988,"chemistry","""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",40
"280",273,618,"Sidney","Altman","CA","","male",1989,"chemistry","""for their discovery of catalytic properties of RNA""",50
"281",274,617,"Thomas R.","Cech","US","","male",1989,"chemistry","""for their discovery of catalytic properties of RNA""",42
"282",275,149,"Elias James","Corey","US","","male",1990,"chemistry","""for his development of the theory and methodology of organic synthesis""",62
"283",276,129,"Richard R.","Ernst","CH","","male",1991,"chemistry","""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",58
"284",277,132,"Rudolph A.","Marcus","CA","","male",1992,"chemistry","""for his contributions to the theory of electron transfer reactions in chemical systems""",69
"285",278,230,"Kary B.","Mullis","US","","male",1993,"chemistry","""for his invention of the polymerase chain reaction (PCR) method""",48
"286",279,215,"Michael","Smith","GB","CA","male",1993,"chemistry","""for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",61
"287",280,119,"George A.","Olah","HU","","male",1994,"chemistry","""for his contribution to carbocation chemistry""",67
"288",281,741,"Paul J.","Crutzen","NL","","male",1995,"chemistry","""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",62
"289",282,739,"Mario J.","Molina","MX","","male",1995,"chemistry","""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",52
"290",283,740,"F. Sherwood","Rowland","US","US","male",1995,"chemistry","""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",68
"291",284,622,"Robert F.","Curl Jr.","US","","male",1996,"chemistry","""for their discovery of fullerenes""",63
"292",285,621,"Sir Harold W.","Kroto","GB","GB","male",1996,"chemistry","""for their discovery of fullerenes""",57
"293",286,623,"Richard E.","Smalley","US","US","male",1996,"chemistry","""for their discovery of fullerenes""",53
"294",287,660,"Paul D.","Boyer","US","","male",1997,"chemistry","""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",79
"295",288,659,"John E.","Walker","GB","","male",1997,"chemistry","""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",56
"296",289,440,"Jens C.","Skou","DK","","male",1997,"chemistry","""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase""",79
"297",290,147,"Walter","Kohn","AT","US","male",1998,"chemistry","""for his development of the density-functional theory""",75
"298",291,142,"John A.","Pople","GB","US","male",1998,"chemistry","""for his development of computational methods in quantum chemistry""",73
"299",292,285,"Ahmed H.","Zewail","EG","","male",1999,"chemistry","""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",53
"300",293,306,"Emil Adolf","von Behring","PL","DE","male",1901,"medicine","""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",47
"301",294,302,"Ronald","Ross","IN","GB","male",1902,"medicine","""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",45
"302",295,760,"Niels Ryberg","Finsen","DK","DK","male",1903,"medicine","""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",42
"303",296,772,"Ivan Petrovich","Pavlov","RU","RU","male",1904,"medicine","""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",55
"304",297,231,"Robert","Koch","DE","DE","male",1905,"medicine","""for his investigations and discoveries in relation to tuberculosis""",61
"305",298,798,"Camillo","Golgi","IT","IT","male",1906,"medicine","""in recognition of their work on the structure of the nervous system""",63
"306",299,797,"Santiago","RamÑn y Cajal","ES","ES","male",1906,"medicine","""in recognition of their work on the structure of the nervous system""",54
"307",300,773,"Charles Louis Alphonse","Laveran","FR","FR","male",1907,"medicine","""in recognition of his work on the role played by protozoa in causing diseases""",62
"308",301,796,"Ilya Ilyich","Mechnikov","UA","FR","male",1908,"medicine","""in recognition of their work on immunity""",63
"309",302,795,"Paul","Ehrlich","PL","DE","male",1908,"medicine","""in recognition of their work on immunity""",54
"310",303,314,"Emil Theodor","Kocher","CH","CH","male",1909,"medicine","""for his work on the physiology, pathology and surgery of the thyroid gland""",68
"311",304,775,"Albrecht","Kossel","DE","DE","male",1910,"medicine","""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",57
"312",305,308,"Allvar","Gullstrand","SE","SE","male",1911,"medicine","""for his work on the dioptrics of the eye""",49
"313",306,774,"Alexis","Carrel","FR","FR","male",1912,"medicine","""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",39
"314",307,769,"Charles Robert","Richet","FR","FR","male",1913,"medicine","""in recognition of his work on anaphylaxis""",63
"315",308,313,"Robert","Bàràny","AT","SE","male",1914,"medicine","""for his work on the physiology and pathology of the vestibular apparatus""",38
"316",309,168,"Jules","Bordet","BE","BE","male",1919,"medicine","""for his discoveries relating to immunity""",49
"317",310,181,"Schack August Steenberg","Krogh","DK","DK","male",1920,"medicine","""for his discovery of the capillary motor regulating mechanism""",46
"318",311,206,"Archibald Vivian","Hill","GB","GB","male",1922,"medicine","""for his discovery relating to the production of heat in the muscle""",36
"319",312,190,"Otto Fritz","Meyerhof","DE","US","male",1922,"medicine","""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",38
"320",313,399,"Frederick Grant","Banting","CA","CA","male",1923,"medicine","""for the discovery of insulin""",32
"321",314,398,"John James Rickard","Macleod","GB","GB","male",1923,"medicine","""for the discovery of insulin""",47
"322",315,195,"Willem","Einthoven","ID","NL","male",1924,"medicine","""for his discovery of the mechanism of the electrocardiogram""",64
"323",316,200,"Johannes Andreas Grib","Fibiger","DK","DK","male",1926,"medicine","""for his discovery of the Spiroptera carcinoma""",59
"324",317,202,"Julius","Wagner-Jauregg","AT","AT","male",1927,"medicine","""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",70
"325",318,320,"Charles Jules Henri","Nicolle","FR","TN","male",1928,"medicine","""for his work on typhus""",62
"326",319,180,"Christiaan","Eijkman","NL","NL","male",1929,"medicine","""for his discovery of the antineuritic vitamin""",71
"327",320,193,"Sir Frederick Gowland","Hopkins","GB","GB","male",1929,"medicine","""for his discovery of the growth-stimulating vitamins""",68
"328",321,175,"Karl","Landsteiner","AT","US","male",1930,"medicine","""for his discovery of human blood groups""",62
"329",322,196,"Otto Heinrich","Warburg","DE","DE","male",1931,"medicine","""for his discovery of the nature and mode of action of the respiratory enzyme""",48
"330",323,604,"Sir Charles Scott","Sherrington","GB","GB","male",1932,"medicine","""for their discoveries regarding the functions of neurons""",75
"331",324,603,"Edgar Douglas","Adrian","GB","GB","male",1932,"medicine","""for their discoveries regarding the functions of neurons""",43
"332",325,161,"Thomas Hunt","Morgan","US","US","male",1933,"medicine","""for his discoveries concerning the role played by the chromosome in heredity""",67
"333",326,523,"George Hoyt","Whipple","US","US","male",1934,"medicine","""for their discoveries concerning liver therapy in cases of anaemia""",56
"334",327,522,"George Richards","Minot","US","US","male",1934,"medicine","""for their discoveries concerning liver therapy in cases of anaemia""",49
"335",328,521,"William Parry","Murphy","US","US","male",1934,"medicine","""for their discoveries concerning liver therapy in cases of anaemia""",42
"336",329,197,"Hans","Spemann","DE","DE","male",1935,"medicine","""for his discovery of the organizer effect in embryonic development""",66
"337",330,606,"Sir Henry Hallett","Dale","GB","GB","male",1936,"medicine","""for their discoveries relating to chemical transmission of nerve impulses""",61
"338",331,605,"Otto","Loewi","DE","US","male",1936,"medicine","""for their discoveries relating to chemical transmission of nerve impulses""",63
"339",332,163,"Albert","von Szent-Gy_rgyi Nagyràpolt","HU","US","male",1937,"medicine","""for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid""",44
"340",333,426,"Corneille Jean François","Heymans","BE","BE","male",1938,"medicine","""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",46
"341",334,414,"Gerhard","Domagk","PL","DE","male",1939,"medicine","""for the discovery of the antibacterial effects of prontosil""",44
"342",335,205,"Henrik Carl Peter","Dam","DK","DK","male",1943,"medicine","""for his discovery of vitamin K""",48
"343",336,183,"Edward Adelbert","Doisy","US","US","male",1943,"medicine","""for his discovery of the chemical nature of vitamin K""",50
"344",337,608,"Joseph","Erlanger","US","US","male",1944,"medicine","""for their discoveries relating to the highly differentiated functions of single nerve fibres""",70
"345",338,607,"Herbert Spencer","Gasser","US","US","male",1944,"medicine","""for their discoveries relating to the highly differentiated functions of single nerve fibres""",56
"346",339,404,"Sir Alexander","Fleming","GB","GB","male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases""",64
"347",340,405,"Ernst Boris","Chain","DE","IE","male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases""",39
"348",341,406,"Sir Howard Walter","Florey","AU","GB","male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases""",47
"349",342,423,"Hermann Joseph","Muller","US","","male",1946,"medicine","""for the discovery of the production of mutations by means of X-ray irradiation""",55
"350",343,643,"Carl Ferdinand","Cori","CZ","US","male",1947,"medicine","""for their discovery of the course of the catalytic conversion of glycogen""",51
"351",344,26,"Gerty Theresa","Cori, n_e Radnitz","CZ","US","female",1947,"medicine","""for their discovery of the course of the catalytic conversion of glycogen""",51
"352",345,198,"Bernardo Alberto","Houssay","AR","AR","male",1947,"medicine","""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",60
"353",346,194,"Paul Hermann","MÙller","CH","CH","male",1948,"medicine","""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",49
"354",347,191,"Walter Rudolf","Hess","CH","CH","male",1949,"medicine","""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",68
"355",348,201,"Antonio Caetano de Abreu Freire Egas","Moniz","PT","PT","male",1949,"medicine","""for his discovery of the therapeutic value of leucotomy in certain psychoses""",75
"356",349,610,"Edward Calvin","Kendall","US","US","male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",64
"357",350,609,"Tadeus","Reichstein","PL","CH","male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",53
"358",351,611,"Philip Showalter","Hench","US","JM","male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",54
"359",352,162,"Max","Theiler","ZA","US","male",1951,"medicine","""for his discoveries concerning yellow fever and how to combat it""",52
"360",353,178,"Selman Abraham","Waksman","UA","US","male",1952,"medicine","""for his discovery of streptomycin, the first antibiotic effective against tuberculosis""",64
"361",354,184,"Hans Adolf","Krebs","DE","GB","male",1953,"medicine","""for his discovery of the citric acid cycle""",53
"362",355,172,"Fritz Albert","Lipmann","RU","US","male",1953,"medicine","""for his discovery of co-enzyme A and its importance for intermediary metabolism""",54
"363",356,633,"John Franklin","Enders","US","US","male",1954,"medicine","""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",57
"364",357,632,"Thomas Huckle","Weller","US","US","male",1954,"medicine","""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",39
"365",358,634,"Frederick Chapman","Robbins","US","US","male",1954,"medicine","""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",38
"366",359,160,"Axel Hugo Theodor","Theorell","SE","SE","male",1955,"medicine","""for his discoveries concerning the nature and mode of action of oxidation enzymes""",52
"367",360,517,"Andr_ Fr_d_ric","Cournand","FR","US","male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",61
"368",361,516,"Werner","Forssmann","DE","DE","male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",52
"369",362,518,"Dickinson W.","Richards","US","US","male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",61
"370",363,169,"Daniel","Bovet","CH","IT","male",1957,"medicine","""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",50
"371",364,649,"George Wells","Beadle","US","US","male",1958,"medicine","""for their discovery that genes act by regulating definite chemical events""",55
"372",365,648,"Edward Lawrie","Tatum","US","US","male",1958,"medicine","""for their discovery that genes act by regulating definite chemical events""",48
"373",366,155,"Joshua","Lederberg","US","US","male",1958,"medicine","""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",33
"374",367,646,"Severo","Ochoa","ES","ES","male",1959,"medicine","""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",54
"375",368,647,"Arthur","Kornberg","US","US","male",1959,"medicine","""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",41
"376",369,74,"Sir Frank Macfarlane","Burnet","AU","AU","male",1960,"medicine","""for discovery of acquired immunological tolerance""",61
"377",370,73,"Peter Brian","Medawar","BR","GB","male",1960,"medicine","""for discovery of acquired immunological tolerance""",45
"378",371,166,"Georg","von B_k_sy","HU","US","male",1961,"medicine","""for his discoveries of the physical mechanism of stimulation within the cochlea""",62
"379",372,564,"Francis Harry Compton","Crick","GB","US","male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",46
"380",373,565,"James Dewey","Watson","US","","male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",34
"381",374,566,"Maurice Hugh Frederick","Wilkins","NZ","GB","male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",45
"382",375,560,"Sir John Carew","Eccles","AU","CH","male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",60
"383",376,559,"Alan Lloyd","Hodgkin","GB","GB","male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",49
"384",377,561,"Andrew Fielding","Huxley","GB","GB","male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",46
"385",378,562,"Konrad","Bloch","PL","US","male",1964,"medicine","""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",52
"386",379,563,"Feodor","Lynen","DE","DE","male",1964,"medicine","""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",53
"387",380,509,"François","Jacob","FR","FR","male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis""",45
"388",381,507,"Andr_","Lwoff","FR","FR","male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis""",63
"389",382,508,"Jacques","Monod","FR","FR","male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis""",55
"390",383,204,"Peyton","Rous","US","US","male",1966,"medicine","""for his discovery of tumour-inducing viruses""",87
"391",384,156,"Charles Brenton","Huggins","CA","US","male",1966,"medicine","""for his discoveries concerning hormonal treatment of prostatic cancer""",65
"392",385,571,"Ragnar","Granit","FI","SE","male",1967,"medicine","""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",67
"393",386,570,"Haldan Keffer","Hartline","US","US","male",1967,"medicine","""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",63
"394",387,569,"George","Wald","US","US","male",1967,"medicine","""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",61
"395",388,681,"Robert W.","Holley","US","US","male",1968,"medicine","""for their interpretation of the genetic code and its function in protein synthesis""",46
"396",389,682,"Har Gobind","Khorana","IN","US","male",1968,"medicine","""for their interpretation of the genetic code and its function in protein synthesis""",46
"397",390,680,"Marshall W.","Nirenberg","US","US","male",1968,"medicine","""for their interpretation of the genetic code and its function in protein synthesis""",41
"398",391,576,"Max","DelbrÙck","DE","US","male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",63
"399",392,575,"Alfred D.","Hershey","US","US","male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",61
"400",393,574,"Salvador E.","Luria","IT","US","male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",57
"401",394,554,"Sir Bernard","Katz","DE","GB","male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",59
"402",395,555,"Ulf","von Euler","SE","SE","male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",65
"403",396,553,"Julius","Axelrod","US","US","male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",58
"404",397,159,"Earl W.","Sutherland, Jr.","US","US","male",1971,"medicine","""for his discoveries concerning the mechanisms of the action of hormones""",56
"405",398,547,"Gerald M.","Edelman","US","US","male",1972,"medicine","""for their discoveries concerning the chemical structure of antibodies""",43
"406",399,548,"Rodney R.","Porter","GB","GB","male",1972,"medicine","""for their discoveries concerning the chemical structure of antibodies""",55
